"site","title","url","all_types","nonobs"
"bykvu.com","В ОБСЕ перекрутили слова пресс-секретаря главы ГПУ Луценко","http://bykvu.com/bukvy/92682-v-obse-perekrutili-slova-press-sekretarya-glavy-gpu-lutsenko","Ненадійне джерело інформації","Ненадійне джерело інформації"
"vesti-ukr.com","Бабочки заполонили столицу из за ранней весны | ВЕСТИ","http://vesti-ukr.com/kiev/291308-babochki-atakovali-kiev-prichiny-neobychnoho-javlenija","Ненадійне джерело інформації","Ненадійне джерело інформації"
"ria.ru","Астронавт NASA возьмет на МКС личный стетоскоп - РИА Новости, 05.06.2018","http://ria.ru/science/20180605/1522111907.html","Достовірна новина;Маніпуляції з емоціями","Достовірна новина"
"politeka.net","В Евросоюзе грядет очередной раскол: Италия заговорила об отмене антироссийских санкций. Politeka","https://politeka.net/news/world/663384-v-evrosojuze-grjadet-ocherednoj-raskol-italija-zagovorila-ob-otmene-antirossijskih-sankcij/","Недостовірна новина","Недостовірна новина"
"bagnet.org","Медбрату, зарезавшему семью ""должников"", дали пожизненный срок","http://www.bagnet.org/news/kharkiv/367105/medbratu-zarezavshemu-semyu-dolzhnikov-dali-pozhiznennyy-srok","Достовірна новина;Маніпуляції з емоціями","Достовірна новина"
"facenews.ua","Бавария приняла собственный план ускоренной высылки мигрантов | FaceNews.ua: новости Украины","http://facenews.ua/news/2018/409058/","Недостовірна новина","Недостовірна новина"
"politeka.net","Шаманы и колдуны: Комаровский раскритиковал ведомство Супрун. Politeka","https://politeka.net/news/society/663378-shamany-y-kolduny-komarovskyi-raskrytykoval-vedomstvo-suprun/","Ненадійне джерело інформації;Маніпулятивний заголовок","Ненадійне джерело інформації"
"korrespondent.net","В Кропивницком депутат назвал украинский язык ""жлобским"" - Korrespondent.net","https://korrespondent.net/ukraine/3977592-v-kropyvnytskom-deputat-nazval-ukraynskyi-yazyk-zhlobskym","Достовірна новина;Маніпуляції з емоціями","Достовірна новина"
"unn.com.ua","Неадекватний чоловік у Харкові намагався вкрасти маршрутку - новини на УНН | 5 червня 2018, 17:10","http://unn.com.ua/uk/news/1734453-neadekvatniy-cholovik-u-kharkovi-namagavsya-vkrasti-marshrutku","Достовірна новина;Маніпуляції з емоціями","Достовірна новина"
"bagnet.org","Задержание пьяного брата Зайцевой: в полиции рассказали подробности","http://www.bagnet.org/news/kharkiv/367140/zaderzhanie-pyanogo-brata-zaytsevoy-v-politsii-rasskazali-podrobnosti","Достовірна новина;Маніпулятивний заголовок","Достовірна новина"
"politeka.net","Неожиданный эффект от санкций: крупнейшая биржа Украины может остановить торги. Politeka","https://politeka.net/news/economics/663415-neozhidannyj-jeffekt-ot-sankcij-krupnejshaja-birzha-ukrainy-mozhet-ostanovit-torgi/","Ненадійне джерело інформації;Маніпулятивний заголовок","Ненадійне джерело інформації"
"telegraf.com.ua","Специалисты рассказали о влиянии сахара на организм человека - Новости здоровья - Новости Телеграф 5 июня","https://telegraf.com.ua/zhizn/zdorove/4098398-spetsialistyi-rasskazali-o-vliyanii-sahara-na-organizm-cheloveka.html","Ненадійне джерело інформації","Ненадійне джерело інформації"
"expres.ua","У світі забагато цукру. Ціни падають | Експрес - онлайн","http://expres.ua/news/2018/06/05/297124-sviti-zabagato-cukru-ciny-padayut","Достовірна новина;Маніпулятивний заголовок","Достовірна новина"
"ukranews.com","Новости регионов: в Кропивницком взорвали банк, а в Черниговской области застрелился режиссер Кантер | Українські Новини","http://ukranews.com/news/567077-novosty-regyonov-v-kropyvnyckom-vzorvaly-bank-a-v-chernygovskoy-oblasty-zastrelylsya-rezhysser","Достовірна новина;Маніпулятивний заголовок","Достовірна новина"
"korrespondent.net","Медведчук: Антикоррупционный суд - это сдача суверенитета Украины - Korrespondent.net","https://korrespondent.net/ukraine/3977603-medvedchuk-antykorruptsyonnyi-sud-eto-sdacha-suverenyteta-ukrayny","Недостовірна новина;Маніпулятивний заголовок","Недостовірна новина"
"gazeta.ua","10 цікавих фактів про історичний бойовик ""Король Данило"" | Новини на Gazeta.ua","http://gazeta.ua/articles/culture/_10-cikavih-faktiv-pro-istorichnij-bojovik-korol-danilo/840802","Недостовірна новина","Недостовірна новина"
"slovoidilo.ua","Допит Савченко на поліграфі "" Слово і Діло","http://slovoidilo.ua/2018/06/05/novyna/polityka/savchenko-vymahaye-povtornu-ekspertyzu-polihrafi","Ненадійне джерело інформації","Ненадійне джерело інформації"
"from-ua.com","Адский нрав: самые скандальные знаки Зодиака","http://from-ua.com/news/447025-adskii-nrav-samie-skandalnie-znaki-zodiaka.html","Недостовірна новина;Маніпулятивний заголовок;Маніпуляції з емоціями","Недостовірна новина"
"ria.ru","Вена всегда действует созвучно с позицией ЕС, заявил президент Австрии - РИА Новости, 05.06.2018","http://ria.ru/world/20180605/1522117840.html","Недостовірна новина","Недостовірна новина"
"podrobnosti.ua","Пожар в Чернобыле: первые подробности | podrobnosti.ua","http://podrobnosti.ua/2244569-pozhar-v-chernobyle-pervye-podrobnosti.html","Достовірна новина;Маніпуляції з емоціями","Достовірна новина"
"znaj.ua","Закривайте вікна: в Чорнобилі горить ""Рудий ліс"", вітер несе на Київ|znaj.ua","http://znaj.ua/society/zakryvajte-vikna-v-chornobyli-goryt-rudyj-lis-viter-nese-na-kyyiv","Достовірна новина;Маніпулятивний заголовок","Достовірна новина"
"newsone.ua","В Кропивницком депутат во время заседания заявил, что украинский - это ""жлобский язык"" | NEWSONE","http://newsone.ua/news/politics/v-kropivnitskom-deputat-vo-vremja-zasedanija-zajavil-chto-ukrainskij-eto-zhlobskij-jazyk.html","Достовірна новина;Маніпуляції з емоціями","Достовірна новина"
"politeka.net","Украина хочет поставлять газ из Катара: снизят ли тарифы. Politeka","https://politeka.net/news/economics/663424-ukraina-hochet-postavljat-gaz-iz-katara-snizjat-li-tarify/","Ненадійне джерело інформації","Ненадійне джерело інформації"
"lenta.ru","Ефремов посетовал на наивность русских: Кино: Культура: Lenta.ru","http://lenta.ru/news/2018/06/05/efrem/","Достовірна новина;Маніпуляції з емоціями","Достовірна новина"
"apostrophe.ua","Новости Украины - Появились фото еще одного боевика ДНР, ликвидированного на Донбассе - Апостроф","https://apostrophe.ua/news/society/accidents/2018-06-05/poyavilis-foto-esche-odnogo-boevika-dnr-likvidirovannogo-na-donbasse_111/132221","Ненадійне джерело інформації","Ненадійне джерело інформації"
"from-ua.com","Уже в 2018 году: названа новая дата конца света","http://from-ua.com/news/447039-uzhe-v-2018-godu-nazvana-novaya-data-konca-sveta.html","Недостовірна новина;Маніпулятивний заголовок;Фейк;Маніпуляції з емоціями","Недостовірна новина"
"tsn.ua","На Донеччині поліцейські викрили двох посіпак терористів - Війна на Сході - TCH.ua","https://tsn.ua/ato/na-donechchini-policeyski-vikrili-dvoh-posipak-teroristiv-1166760.html","Достовірна новина;Маніпуляції з емоціями","Достовірна новина"
"politeka.net","Срочно: в Чернобыльской зоне вспыхнул пожар, все может закончиться фатально. Politeka","https://politeka.net/news/incidents/663450-srochno-v-chernobylskoj-zone-vspyhnul-pozhar-vse-mozhet-zakonchitsja-fatalno/","Недостовірна новина;Маніпулятивний заголовок;Фейк;Маніпуляції з емоціями","Недостовірна новина"
"expres.ua","Їзда на велосипеді і артеріальна гіпертензія: медик розповів про лікувальний ефект | Експрес - онлайн","http://expres.ua/news/2018/06/05/297132-yizda-velosypedi-arterialna-gipertenziya-medyk-rozpoviv-likuvalnyy-efekt","Достовірна новина;Маніпулятивний заголовок","Достовірна новина"
"fakty.ictv.ua","Путін розлютився після спілкування з журналістом - карикатура","https://fakty.ictv.ua/ua/lol/20180605-putin-rozlyutyvsya-pislya-spilkuvannya-z-zhurnalistom-karykatura/","Ненадійне джерело інформації","Ненадійне джерело інформації"
"comments.ua","Горит наиболее загрязнённая территория Зоны отчуждения | Главные...","http://comments.ua/society/623203-gorit-naibolee-zagryaznennaya-territoriya.html","Недостовірна новина;Маніпулятивний заголовок","Недостовірна новина"
"bagnet.org","Эпидемия кори: в Одессе умер 10-месячный малыш","http://www.bagnet.org/news/odessa/367113/epidemiya-kori-v-odesse-umer-10-mesyachnyy-malysh","Недостовірна новина;Маніпулятивний заголовок;Маніпуляції з емоціями","Недостовірна новина"
"segodnya.ua","В Харькове сообщения о минировании привели к серьезном пробкам - СЕГОДНЯ","http://segodnya.ua/regions/kharkov/centr-harkova-zastyl-v-probkah-iz-za-soobshcheniy-o-minirovanii-1144272.html","Ненадійне джерело інформації","Ненадійне джерело інформації"
"kp.ua","Не бабочками едиными: Киев ""атакуют"" полчища зеленых гусениц - Новости на KP.UA","https://kp.ua/citynews/609803-ne-babochkamy-edynymy-kyev-atakuuit-polchyscha-zelenykh-husenyts","Ненадійне джерело інформації","Ненадійне джерело інформації"
"tsn.ua","У США вилікували пацієнтку з раком грудей на термінальній стадії - Наука та IT - TCH.ua","https://tsn.ua/nauka_it/u-ssha-vilikuvali-paciyentku-z-rakom-grudey-na-terminalniy-stadiyi-1166781.html","Ненадійне джерело інформації","Ненадійне джерело інформації"
"segodnya.ua","На Гетьмана Mitsubishi врезалась в полицейское авто - СЕГОДНЯ","https://kiev.segodnya.ua/kaccidents/v-kieve-inomarka-s-nigeriycem-bez-prav-za-rulem-vrezalas-v-policeyskoe-avto-1144273.html","Достовірна новина;Мова ворожнечі","Достовірна новина"
"gazeta.ua","Росіяни замостили дорогу надгробними плитами | Новини на Gazeta.ua","http://gazeta.ua/articles/world-life/_rosiyani-zamostili-dorogu-nadgrobnimi-plitami/840824","Достовірна новина;Маніпулятивний заголовок;Мова ворожнечі","Достовірна новина"
"gazeta.ua","Новини Одеси: показали фото нападників на лідера автомайдану | Новини на Gazeta.ua","http://gazeta.ua/articles/np/_pokazali-foto-napadnikiv-na-lidera-odeskogo-avtomajdanu/840826","Ненадійне джерело інформації","Ненадійне джерело інформації"
"politeka.net","В сеть слили ""прайс"" на депутатские запросы Куприя: оплата в евро. Politeka","https://politeka.net/news/663484-v-set-slili-prajs-na-deputatskie-zaprosy-kuprija-oplata-v-evro/","Ненадійне джерело інформації","Ненадійне джерело інформації"
"slovoidilo.ua","У Тернопільській облраді відбулася бійка за участю Мосійчука "" Слово і Діло","http://slovoidilo.ua/2018/06/05/novyna/polityka/ternopilskij-oblradi-vidbulasya-bijka-uchastyu-mosijchuka","Ненадійне джерело інформації","Ненадійне джерело інформації"
"podrobnosti.ua","Гибель режиссера Леонида Кантера: новые подробности | podrobnosti.ua","http://podrobnosti.ua/2244589-samoubijstvo-rezhissera-leonida-kantera-novye-podrobnosti.html","Достовірна новина;Маніпуляції з емоціями","Достовірна новина"
"kp.ru","""Порошенко лично дал приказ уничтожить ""Боинг"", - заявил экс-депутат Верховной Рады Украины","http://kp.ru/daily/26838/3879391/","Недостовірна новина;Маніпулятивний заголовок;Фейк","Недостовірна новина"
"kp.ua","Юлию Высоцкую взбесила критика ее блюда - Новости на KP.UA","https://kp.ua/culture/609821-yulyui-vysotskuui-vzbesyla-krytyka-ee-bluida","Ненадійне джерело інформації","Ненадійне джерело інформації"
"expres.ua","Найдорожчий трансфер в історії українського футболу: Шахтар продав Фреда в МЮ | Експрес - онлайн","http://expres.ua/news/2018/06/05/297138-naydorozhchyy-transfer-istoriyi-ukrayinskogo-futbolu-shahtar-prodav-freda-myu","Недостовірна новина","Недостовірна новина"
"unian.net","Почему Дмитрий Карпачев покинул СТБ","https://www.unian.net/society/10142576-stalo-izvestno-pochemu-populyarnyy-ukrainskiy-vedushchiy-pokinul-telekanal-stb.html","Ненадійне джерело інформації","Ненадійне джерело інформації"
"kp.ua","Отремонтировать розетку, умножать без калькулятора: учитесь, внуки, пока деды живы! - Новости на KP.UA","https://kp.ua/life/609823-otremontyrovat-rozetku-umnozhat-bez-kalkuliatora-uchytes-vnuky-poka-dedy-zhyvy","Недостовірна новина","Недостовірна новина"
"kp.ru","Чиновники 18 лет ""зажимают"" льготы ""ядерных"" подводников","http://kp.ru/daily/26838/3879396/","Недостовірна новина","Недостовірна новина"
"ukranews.com","В Германии заявили, что будут рады возвращению России в G7 | Українські Новини","http://ukranews.com/news/567117-v-germanyy-zayavyly-chto-budut-rady-vozvrashhenyyu-rossyy-v-g7","Недостовірна новина;Маніпулятивний заголовок","Недостовірна новина"
"vesti.ru","На конкурсе ""Мисс Америка"" больше не будет дефиле в купальниках","http://vesti.ru/doc.html?id=3025175&cid=7","Достовірна новина;Маніпуляції з емоціями","Достовірна новина"
"strana.ua","Экологи отчитались, что из-за пожара измеряют радиацию в зоне ЧАЭС каждые две минуты","http://strana.ua/news/144962-v-minekolohii-rasskazali-chto-proverjajut-uroven-radiatsii-v-zone-chaes-kazhdye-dve-minuty-iz-za-pozhara.html","Достовірна новина;Маніпуляції з емоціями","Достовірна новина"
"gordonua.com","Политолог Яхно сообщила, что присутствовала на встрече глав силовых ведомств с участниками ""списка 47"" в СБУ / ГОРДОН","http://gordonua.com/news/politics/politolog-yahno-soobshchila-chto-prisutstvovala-na-vstreche-glav-silovyh-vedomstv-s-uchastnikami-spiska-47-v-sbu-249534.html","Ненадійне джерело інформації","Ненадійне джерело інформації"
"from-ua.com","Депутатский запрос Куприя стоит дороже, чем перелет на частном вертолете","http://from-ua.com/news/447131-deputatskii-zapros-kupriya-stoit-dorozhe-chem-perelet-na-chastnom-vertolete.html","Ненадійне джерело інформації;Маніпулятивний заголовок;Маніпуляції з емоціями","Ненадійне джерело інформації"
"enovosty.com","Вареники для мажоров: Как изменились цены на любимые продукты украинцев","http://news.enovosty.com/news_economy/full/506-vareniki-dlya-mazhorov-kak-izmenilis-ceny-na-lyubimye-produkty-ukraincev","Ненадійне джерело інформації;Маніпулятивний заголовок;Маніпуляції з емоціями","Ненадійне джерело інформації"
"hronika.info","Число болеющих раком растет и будет расти","http://hronika.info/medicina/323292-chislo-boleyuschih-rakom-rastet-i-budet-rasti.html","Достовірна новина;Маніпулятивний заголовок","Достовірна новина"
"from-ua.com","Дошпагатилась: голая Волочкова села на кол в прямом смысле","http://from-ua.com/news/446952-doshpagatilas-golaya-volochkova-sela-na-kol-v-pryamom-smisle.html","Недостовірна новина;Маніпулятивний заголовок;Маніпуляції з емоціями;Мова ворожнечі","Недостовірна новина"
"interfax.com.ua","Lufthansa извинилась перед украинцами за скандальный видеоролик, снятый в Киеве","http://interfax.com.ua/news/general/510084.html","Ненадійне джерело інформації","Ненадійне джерело інформації"
"enovosty.com","Пожар в Чернобыле: Синоптик сделала важное предупреждение","http://news.enovosty.com/news_incidents/full/506-pozhar-v-chernobyle-sinoptik-sdelala-vazhnoe-preduprezhdenie","Ненадійне джерело інформації","Ненадійне джерело інформації"
"enovosty.com","Застрелился в железной бочке и написал несколько писем: Появились детали самоубийства Кантера","http://news.enovosty.com/news_incidents/full/506-zastrelilsya-v-zheleznoj-bochke-i-napisal-neskolko-pisem-poyavilis-detali-samoubijstva-kantera","Достовірна новина;Маніпулятивний заголовок","Достовірна новина"
"enovosty.com","В соцсетях показали интересное фото из оккупированного города на Донбассе","http://news.enovosty.com/news_politics/full/506-v-socsetyax-pokazali-interesnoe-foto-iz-okkupirovannogo-goroda-na-donbasse","Недостовірна новина","Недостовірна новина"
"fakty.ictv.ua","Топ-5 російських віп-чиновників, що “сховали” родину на Заході | Факти","https://fakty.ictv.ua/ua/svit/20180605-top-5-rosijskyh-vip-chynovnykiv-shho-shovaly-rodynu-na-zahodi/","Недостовірна новина","Недостовірна новина"
"kp.ru","Италия готова сказать ""нет"" антироссийским санкциям","http://kp.ru/daily/26838/3879416/","Недостовірна новина;Маніпуляції з емоціями","Недостовірна новина"
"enovosty.com","Каникулы на носу: Какую работу предлагают студентам и где больше всего платят","http://news.enovosty.com/news_economy/full/506-kanikuly-na-nosu-kakuyu-rabotu-predlagayut-studentam-i-gde-bolshe-vsego-platyat","Ненадійне джерело інформації","Ненадійне джерело інформації"
"focus.ua","Путин назвал Навального клоуном - ФОКУС","https://focus.ua/society/399170/","Недостовірна новина;Маніпулятивний заголовок","Недостовірна новина"
"strana.ua","Столичная власть начала работу по изменению герба Киева, который оказался неудачно оформлен","http://strana.ua/news/144982-arkhistratih-mikhail-herb-kieva-ne-sootvetstvuet-heraldicheskim-normam-eho-izmenjat.html","Достовірна новина;Маніпулятивний заголовок","Достовірна новина"
"comments.ua","Бабченко отказался в принципе давать бесплатные интервью | Главные...","http://comments.ua/society/623222-babchenko-otkazalsya-printsipe-davat.html","Достовірна новина;Маніпулятивний заголовок","Достовірна новина"
"ria.ru","Новаку неизвестно о просьбе США к ОПЕК увеличить добычу нефти - РИА Новости, 05.06.2018","http://ria.ru/economy/20180605/1522136384.html","Недостовірна новина","Недостовірна новина"
"podrobnosti.ua","Дональд Трамп поссорился с президентом Франции | podrobnosti.ua","http://podrobnosti.ua/2244628-donald-tramp-possorilsja-s-prezidentom-frantsii.html","Достовірна новина;Маніпуляції з емоціями","Достовірна новина"
"znaj.ua","Чорнобиль у вогні: з'явилися перші знімки з висоти пташиного польоту|znaj.ua","http://znaj.ua/events/chornobyl-u-vogni-zyavylysya-pershi-znimky-z-vysoty-ptashynogo-polotu","Достовірна новина;Маніпулятивний заголовок","Достовірна новина"
"strana.ua","Долг перед ОСМД за содержание общего имущества можно будет отработать по дому","http://strana.ua/news/144990-dolzhniki-pered-osmd-smohut-pokryt-dolh-rabotami-po-domu-proekt-dokumenta.html","Достовірна новина;Маніпулятивний заголовок;Маніпуляції з емоціями","Достовірна новина"
"apostrophe.ua","Новости Львова - Сплошное болото: в сети возмутились из-за фото остановки во Львове - Апостроф","https://apostrophe.ua/news/society/accidents/2018-06-05/sploshnoe-boloto-v-seti-vozmutilis-iz-za-foto-ostanovki-vo-lvove/132167","Ненадійне джерело інформації","Ненадійне джерело інформації"
"slovoidilo.ua","Устименко розповів деталі нападу на нього "" Слово і Діло","http://slovoidilo.ua/2018/06/05/novyna/suspilstvo/ustymenko-rozpoviv-detali-napadu-noho","Ненадійне джерело інформації","Ненадійне джерело інформації"
"kp.ru","Великий физиолог и естествоиспытатель: В Москве отметили 175-летие Климента Тимирязева","http://kp.ru/daily/26839.3/3879438/","Достовірна новина;Маніпуляції з емоціями","Достовірна новина"
"zaxid.net","Названа найкраща горілка - ZAXID.NET","http://zaxid.net/nazvana_naykrashha_gorilka_n1458435","Ненадійне джерело інформації","Ненадійне джерело інформації"
"politeka.net","Пожар в Чернобыльской зоне: стали известны результаты замеров радиации. Politeka","https://politeka.net/news/incidents/663632-pozhar-v-chernobylskoj-zone-stali-izvestny-rezultaty-zamerov-radiacii/","Ненадійне джерело інформації;Маніпуляції з емоціями","Ненадійне джерело інформації"
"politeka.net","Настоящий ад: в киевскому аэропорту держат ""в заложниках"" пассажиров с детьми, полицию просят о помощи. Politeka","https://politeka.net/news/kyiv/663507-nastojashhij-ad-v-kievskomu-ajeroportu-derzhat-v-zalozhnikah-passazhirov-s-detmi-policiju-prosjat-o-pomoshhi/","Ненадійне джерело інформації;Маніпулятивний заголовок","Ненадійне джерело інформації"
"24tv.ua","Збив дівчину на смерть: з'явилися деталі ДТП за участю наступника ""Мотороли""","http://24tv.ua/zbiv_divchinu_na_smert_zyavilisya_detali_dtp_za_uchastyu_nastupnika_motoroli_n979258","Ненадійне джерело інформації","Ненадійне джерело інформації"
"24tv.ua","Українські туристи знову потрапили у полон в аеропорту: цього разу в Україні","http://24tv.ua/ukrayinski_turisti_znovu_potrapili_u_polon_v_aeroportu_tsogo_razu_v_ukrayini_n979261","Ненадійне джерело інформації","Ненадійне джерело інформації"
"kp.ru","""Реанимация тут в клинике по соседству - ехать всего 5 минут..."": Как работают клиники красоты, где хирурги губят пациенток","http://kp.ru/daily/26838/3879429/","Недостовірна новина;Маніпулятивний заголовок;Маніпуляції з емоціями","Недостовірна новина"
"apostrophe.ua","Новости Донбасса - Сети повеселил случай диверсии на оккупированном Донбассе - фото - Апостроф","https://apostrophe.ua/news/society/2018-06-06/seti-poveselil-sluchaj-diversii-na-okkupirovannom-donbasse-opublikovano-foto/132169","Ненадійне джерело інформації","Ненадійне джерело інформації"
"vesti.ru","Меланию Трамп объявили пропавшей без вести","http://vesti.ru/doc.html?id=3025235&cid=8","Недостовірна новина;Маніпуляції з емоціями","Недостовірна новина"
"politeka.net","Писательница заподозрила СБУ в работе на Кремль из-за обращения не на том языке. Politeka","https://politeka.net/news/society/663463-pisatelnica-zapodozrila-sbu-v-rabote-na-kreml-iz-za-obrashhenija-ne-na-tom-jazyke/","Ненадійне джерело інформації","Ненадійне джерело інформації"
"focus.ua","Путин не видит ничего плохого в своих фото в полуголом виде - ФОКУС","https://focus.ua/society/399171/","Ненадійне джерело інформації","Ненадійне джерело інформації"
"fakty.ua","На подвалах аншлаг: на Донбассе произошли резкие перемены - ""ФАКТЫ""","http://fakty.ua/270802-na-podvalah-anshlag-na-donbasse-proizoshli-rezkie-peremeny","Ненадійне джерело інформації","Ненадійне джерело інформації"
"apostrophe.ua","Новости Киева - Сеть повеселило фото ярко разрисованной машины в Киеве - Апостроф","https://apostrophe.ua/news/society/accidents/2018-06-06/moda-i-stil-set-poveselilo-foto-yarko-razrisovannoy-mashinyi-v-kieve/132219","Ненадійне джерело інформації","Ненадійне джерело інформації"
"tsn.ua","Пожежа охопила гаражі у Києві - Київ - TCH.ua","https://tsn.ua/kyiv/pozhezha-ohopila-garazhi-u-kiyevi-1166958.html","Ненадійне джерело інформації","Ненадійне джерело інформації"
"zik.ua","Вчені знайшли сонячну систему з чотирма ""сонцями""","http://zik.ua/news/2018/06/06/vcheni_znayshly_sonyachnu_systemu_z_chotyrma_sontsyamy_1339479","Недостовірна новина","Недостовірна новина"
"politeka.net","Новые водительские правила в Украине: кого не пустят за руль. Politeka","https://politeka.net/news/society/663617-novye-voditelskie-pravila-v-ukraine-kogo-ne-pustjat-za-rul/","Недостовірна новина","Недостовірна новина"
"tsn.ua","Отримає половину Катеринополя: на Черкащині шукають щасливця, який виграв у лотерею 17 мільйонів - Укрaїнa - TCH.ua","https://tsn.ua/ukrayina/vigrav-polovinu-katerinopolya-na-cherkaschini-shukayut-schaslivcya-yakiy-vigrav-u-lotereyu-17-milyoniv-1166973.html","Ненадійне джерело інформації","Ненадійне джерело інформації"
"fakty.ua","Андрей Разин умоляет Ульяну Супрун спасти впавшую в кому солистку группы ""Фристайл"" - ""ФАКТЫ""","http://fakty.ua/270807-andrej-razin-umolyaet-ulyanu-suprun-spasti-vpavshuyu-v-komu-solistku-gruppy-fristajl","Ненадійне джерело інформації","Ненадійне джерело інформації"
"znaj.ua","Смерть Леоніда Кантера: у мережі з'явилась реакція близьких та друзів|znaj.ua","http://znaj.ua/society/smert-leonida-kantera-u-merezhi-zyavylas-reakciya-blyzkyh-ta-druziv","Ненадійне джерело інформації;Маніпуляції з емоціями","Ненадійне джерело інформації"
"obozrevatel.com","И водка, и пиво: Путин рассказал об алкогольных пристрастиях - новости мира - Россия | Обозреватель 6 июня","https://www.obozrevatel.com/abroad/i-vodka-i-pivo-putin-rasskazal-ob-alkogolnyih-pristrastiyah.htm","Ненадійне джерело інформації;Маніпулятивний заголовок","Ненадійне джерело інформації"
"fakty.ua","Беларусь обвинила Россию в неадекватности - ""ФАКТЫ""","http://fakty.ua/270810-belorussiya-obvinila-rossiyu-v-neadekvatnosti","Достовірна новина;Маніпулятивний заголовок","Достовірна новина"
"politeka.net","Ох и тяжело там нашим пацанам: у Донецкого аэропорта идут бои, Украина замерла в молитве. Politeka","https://politeka.net/news/incidents/663710-oh-i-tjazhelo-tam-nashim-pacanam-u-doneckogo-ajeroporta-idut-boi-ukraina-zamerla-v-molitve/","Ненадійне джерело інформації;Маніпулятивний заголовок;Маніпуляції з емоціями","Ненадійне джерело інформації"
"24tv.ua","Скільки необхідно ходити в день - кількість кроків в день","http://24tv.ua/skilki_neobhidno_prohoditi_krokiv_shhodnya_n978919","Ненадійне джерело інформації","Ненадійне джерело інформації"
"podrobnosti.ua","Засудження Сущенко: захист оскаржив рішення суду | podrobnosti.ua","http://podrobnosti.ua/2244657-zasudzhennja-suschenko-zahist-oskarzhiv-rshennja-sudu.html","Недостовірна новина","Недостовірна новина"
"obozrevatel.com","Затопит по всей Украине: Тука предупредил о новой опасности с Донбасса - последние новости Украины - инфографика | Обозреватель 6 июня","https://www.obozrevatel.com/crime/zatopit-po-vsej-ukraine-tuka-predupredil-o-novoj-opasnosti-s-donbassa.htm","Достовірна новина;Маніпулятивний заголовок","Достовірна новина"
"enovosty.com","Бегут фекальные реки и валяется мусор: Во что оккупанты превратили Крым","http://news.enovosty.com/news_politics/full/606-begut-fekalnye-reki-i-valyaetsya-musor-vo-chto-okkupanty-prevratili-krym","Ненадійне джерело інформації;Маніпулятивний заголовок","Ненадійне джерело інформації"
"bagnet.org","Задержан участник АТО, подозреваемый в ограблениях","http://www.bagnet.org/news/accidents/367179/zaderzhan-uchastnik-ato-podozrevaemyy-v-ogrableniyah","Ненадійне джерело інформації","Ненадійне джерело інформації"
"enovosty.com","Так должно быть везде! Сеть восхитило обращение в украинской маршрутке к ветеранам АТО","http://news.enovosty.com/news_politics/full/606-tak-dolzhno-byt-vezde-set-vosxitilo-obrashhenie-v-ukrainskoj-marshrutke-k-veteranam-at","Ненадійне джерело інформації","Ненадійне джерело інформації"
"obozrevatel.com","Донецк проваливается под землю: появилось фото - Новости Донецка и Донецкой области | Обозреватель 6 июня","https://www.obozrevatel.com/crime/donetsk-provalivaetsya-pod-zemlyu-poyavilos-foto.htm","Достовірна новина;Маніпулятивний заголовок","Достовірна новина"
"fakty.ua","Блогер сообщил, что опубликованный ""список Бабченко"" - фейк - ""ФАКТЫ""","http://fakty.ua/270821-spisok-babchenko---fejk---bloger","Ненадійне джерело інформації","Ненадійне джерело інформації"
"znaj.ua","Не все так просто: з'явилася ще одна версія виникнення життя на Землі|znaj.ua","http://znaj.ua/science/ne-vse-tak-prosto-zyavylasya-she-odna-versiya-vynyknennya-zhyttya-na-zemli","Недостовірна новина","Недостовірна новина"
"from-ua.com","""Это рак... Они все умрут без вариантов"": в сеть выложили запись скандального заявления чиновника Минздрава","http://from-ua.com/news/447159-eto-rak-oni-vse-umrut-bez-variantov-v-set-vilozhili-zapis-skandalnogo-zayavleniya-chinovnika-minzdrava.html","Достовірна новина;Маніпулятивний заголовок","Достовірна новина"
"politeka.net","Это не самоубийство: новый поворот в деле о гибели режиссера Леонида Кантера, требуют правды. Politeka","https://politeka.net/news/incidents/663727-jeto-ne-samoubijstvo-novyj-povorot-v-dele-o-gibeli-rezhissera-leonida-kantera-trebujut-pravdy/","Ненадійне джерело інформації;Маніпулятивний заголовок;Маніпуляції з емоціями","Ненадійне джерело інформації"
"lenta.ru","В Средней Азии нашли нового Иисуса: Средняя Азия: Бывший СССР: Lenta.ru","http://lenta.ru/news/2018/06/05/jesus/","Ненадійне джерело інформації","Ненадійне джерело інформації"
"obozrevatel.com","Новости ""ЛНР"": Леонид Пасечник установил день русского языка","https://www.obozrevatel.com/society/nasledie-mirovoj-tsivilizatsii-v-lnr-pridumali-novyij-prazdnik.htm","Недостовірна новина","Недостовірна новина"
"korrespondent.net","Скандальное выступление зама Супрун об онкобольных: видео - Korrespondent.net","https://korrespondent.net/ukraine/3977772-opublykovana-zapys-skandalnoho-vystuplenyia-zama-suprun-ob-onkobolnykh","Ненадійне джерело інформації;Маніпулятивний заголовок;Маніпуляції з емоціями","Ненадійне джерело інформації"
"newsone.ua","Нападение на Устименко - Активист рассказал о своем самочувствии | NEWSONE","http://newsone.ua/news/accidents/lider-odesskoho-avtomajdana-rasskazal-detali-napadenija-na-neho-i-utochnil-kak-sebja-chuvstvuet.html","Ненадійне джерело інформації","Ненадійне джерело інформації"
